accession,uid,voucher,subname,subtype,source_identifier,institution_code,specimen_id,specimen_idA,specimen_idB,definition
JX093218,401668701,VL01L152,VL01L152,specimen_voucher,VL01L152,,VL01L152,,,"Kretania eurypilus voucher VL01L152 28S ribosomal RNA gene, partial sequence"
GQ129089,266635032,AD00P066,"MCZ:AD00P066|Plebejides pylaon|Russia: Volgograd, Kamyshinsky",specimen_voucher|old_name|country,MCZ:AD00P066,MCZ,AD00P066,,,"Kretania pylaon voucher MCZ:AD00P066 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
GQ128679,266634881,AD00P066,"MCZ:AD00P066|Plebejides pylaon|Russia: Volgograd, Kamyshinsky",specimen_voucher|old_name|country,MCZ:AD00P066,MCZ,AD00P066,,,"Kretania pylaon voucher MCZ:AD00P066 elongation factor 1 alpha (Ef-1a) gene, partial cds"
GQ128781,264687484,AD00P066,"MCZ:AD00P066|Plebejides pylaon|Russia: Volgograd, Kamyshinsky",specimen_voucher|old_name|country,MCZ:AD00P066,MCZ,AD00P066,,,"Kretania pylaon voucher MCZ:AD00P066 histone H3 (H3) gene, partial cds"
GQ128990,264687236,AD00P066,"MCZ:AD00P066|Plebejides pylaon|Russia: Volgograd, Kamyshinsky",specimen_voucher|old_name|country,MCZ:AD00P066,MCZ,AD00P066,,,"Kretania pylaon voucher MCZ:AD00P066 cytochrome c oxidase I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome c oxidase II (COII) gene, complete cds; mitochondrial"
GQ128608,264687045,AD00P066,"MCZ:AD00P066|Plebejides pylaon|Russia: Volgograd, Kamyshinsky",specimen_voucher|old_name|country,MCZ:AD00P066,MCZ,AD00P066,,,"Kretania pylaon voucher MCZ:AD00P066 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
GQ128498,264686883,AD00P066,"MCZ:AD00P066|Plebejides pylaon|Russia: Volgograd, Kamyshinsky",specimen_voucher|old_name|country,MCZ:AD00P066,MCZ,AD00P066,,,"Kretania pylaon voucher MCZ:AD00P066 28S ribosomal RNA gene, partial sequence"
GQ128888,264683822,AD00P066,"MCZ:AD00P066|Plebejides pylaon|Russia: Volgograd, Kamyshinsky",specimen_voucher|old_name|country,MCZ:AD00P066,MCZ,AD00P066,,,"Kretania pylaon voucher MCZ:AD00P066 wingless (wg) gene, partial cds"
MK186460,1557923306,GBIFCH-BOL_LEPAA_0690,"GBIFCH-BOL_LEPAA_0690|Switzerland: Valais, Visp|46.2755 N 7.8927 E|16-May-2014|Chittaro Yannick|Yannick Chittaro",specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,GBIFCH-BOL_LEPAA_0690,,GBIFCH-BOL_LEPAA_0690,,,"Kretania trappi voucher GBIFCH-BOL_LEPAA_0690 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
GQ128712,266634947,MWT93E012,MCZ:MWT93E012|Malaysia: Poring Hot Spring,specimen_voucher|country,MCZ:MWT93E012,MCZ,MWT93E012,,,"Lampides boeticus voucher MCZ:MWT93E012 elongation factor 1 alpha (Ef-1a) gene, partial cds"
GQ128819,264687560,MWT93E012,MCZ:MWT93E012|Malaysia: Poring Hot Spring,specimen_voucher|country,MCZ:MWT93E012,MCZ,MWT93E012,,,"Lampides boeticus voucher MCZ:MWT93E012 histone H3 (H3) gene, partial cds"
GQ129023,264687335,MWT93E012,MCZ:MWT93E012|Malaysia: Poring Hot Spring,specimen_voucher|country,MCZ:MWT93E012,MCZ,MWT93E012,,,"Lampides boeticus voucher MCZ:MWT93E012 cytochrome c oxidase I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome c oxidase II (COII) gene, complete cds; mitochondrial"
GQ128537,264686922,MWT93E012,MCZ:MWT93E012|Malaysia: Poring Hot Spring,specimen_voucher|country,MCZ:MWT93E012,MCZ,MWT93E012,,,"Lampides boeticus voucher MCZ:MWT93E012 28S ribosomal RNA gene, partial sequence"
GQ128924,264683894,MWT93E012,MCZ:MWT93E012|Malaysia: Poring Hot Spring,specimen_voucher|country,MCZ:MWT93E012,MCZ,MWT93E012,,,"Lampides boeticus voucher MCZ:MWT93E012 wingless (wg) gene, partial cds"
MN752726,1852458983,JL13-23,JL13_23,specimen_voucher,JL13_23,,JL13_23,,,"Lasiommata deidamia voucher JL13_23 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
MN752727,1852458985,JL7-7,JL7_7,specimen_voucher,JL7_7,,JL7_7,,,"Lasiommata maera voucher JL7_7 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
DQ176351,77377510,EW24-23,EW24-23,specimen_voucher,EW24-23,,EW24-23,,,"Lasiommata megera voucher EW24-23 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ176326,77377460,EW24-23,EW24-23,specimen_voucher,EW24-23,,EW24-23,,,"Lasiommata megera voucher EW24-23 wingless (Wgl) gene, partial cds"
GQ357516,257133681,EW24-23,EW24-23|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Lasiommata,specimen_voucher|old_lineage,EW24-23,,EW24-23,,,"Lasiommata megera voucher EW24-23 ribosomal protein S5 (RpS5) gene, partial cds"
GQ357388,257133425,EW24-23,EW24-23|root; cellular organisms; Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Lasiommata,specimen_voucher|old_lineage,EW24-23,,EW24-23,,,"Lasiommata megera voucher EW24-23 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
GQ357253,257133155,EW24-23,EW24-23|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Lasiommata,specimen_voucher|old_lineage,EW24-23,,EW24-23,,,"Lasiommata megera voucher EW24-23 elongation factor-1 alpha (EF-1 alpha) gene, partial cds"
DQ176352,77377512,EW24-21,EW24-21,specimen_voucher,EW24-21,,EW24-21,,,"Lasiommata petropolitana voucher EW24-21 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ176327,77377462,EW24-21,EW24-21,specimen_voucher,EW24-21,,EW24-21,,,"Lasiommata petropolitana voucher EW24-21 wingless (Wgl) gene, partial cds"
JF512973,331691233,RVcoll.LR08-D680,RVcoll.LR08-D680|Slovenia,specimen_voucher|country,RVcoll.LR08-D680,,RVcoll.LR08-D680,,,"Leptidea juvernica voucher RVcoll.LR08-D680 wingless (wg) gene, partial cds"
JF512891,331691069,RVcoll.LR08-D680,RVcoll.LR08-D680|Slovenia,specimen_voucher|country,RVcoll.LR08-D680,,RVcoll.LR08-D680,,,"Leptidea juvernica voucher RVcoll.LR08-D680 tRNA-Leu gene, complete sequence; and NADH dehydrogenase subunit 1 (ND1) gene, partial cds; mitochondrial"
JF512759,331690896,RVcoll.LR08-D680,RVcoll.LR08-D680|Slovenia,specimen_voucher|country,RVcoll.LR08-D680,,RVcoll.LR08-D680,,,"Leptidea juvernica voucher RVcoll.LR08-D680 CAD (CAD) gene, partial cds"
JF512646,331690670,RVcoll.LR08-D680,RVcoll.LR08-D680|Slovenia,specimen_voucher|country,RVcoll.LR08-D680,,RVcoll.LR08-D680,,,"Leptidea juvernica voucher RVcoll.LR08-D680 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JF512786,331690929,RVcoll.LR08-D680,RVcoll.LR08-D680|Slovenia,specimen_voucher|country,RVcoll.LR08-D680,,RVcoll.LR08-D680,,,"Leptidea juvernica voucher RVcoll.LR08-D680 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
MN752816,1852459163,NW149-5,NW149_5,specimen_voucher,NW149_5,,NW149_5,,,"Leptidea sinapis voucher NW149_5 ribosomal protein S2 (RpS2) gene, partial cds"
GU830806,307645692,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 ribosomal protein S5 (RpS5) gene, partial cds"
GU830551,307645182,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 cytosolic malate dehydrogenase (MDH) gene, partial cds"
GU830237,307644554,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 isocitrate dehydrogenase (IDH) gene, partial cds"
GU829910,307643900,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
GU829424,307642928,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
GU829162,307642404,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 elongation factor 1 alpha (EF-1alpha) gene, partial cds"
GU828859,307641798,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
GU828319,307640718,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 CAD (CAD) gene, partial cds"
GU929821,294715169,NW149-5,NW149-5|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Pieridae; Dismorphiinae; Leptidea,specimen_voucher|old_lineage,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
GU829708,307643496,NW149-5,NW149-5,specimen_voucher,NW149-5,,NW149-5,,,"Leptidea sinapis voucher NW149-5 wingless (wgl) gene, partial cds"
JQ080283,374110445,MW11005,"MW11005|Leptotes pirithous (Linnaeus, 1767)|male|adult|Spain: Canary Islands, Gran Canaria, Maspalomas|27.7568 N 15.5962 W|24-Aug-2011|Martin Wiemers|Torben Larsen",specimen_voucher|authority|sex|dev_stage|country|lat_lon|collection_date|collected_by|identified_by,MW11005,,MW11005,,,"Leptotes pirithous voucher MW11005 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
EU141340,161089047,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 CAD (CAD) gene, partial cds"
EU141696,161088921,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 ribosomal protein S2 (RpS2) gene, partial cds"
EU141641,161088811,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 cytosolic malate dehydrogenase (MDH) gene, partial cds"
EU141577,161088683,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 isocitrate dehydrogenase (IDH) gene, partial cds"
EU141517,161088563,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
EU141437,161088403,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 dopa-decarboxylase (DDC) gene, partial cds"
EU141418,161088365,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 ribosomal protein S5 (RpS5) gene, partial cds"
AY090164,86161267,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
AY090198,29408934,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY090131,29408800,NW71-1,NW71-1,specimen_voucher,NW71-1,,NW71-1,,,"Libythea celtis voucher NW71-1 wingless (wg) gene, partial cds"
DQ205111,78098876,SPM029,SPM029|1|France,specimen_voucher|clone|country,SPM029,,SPM029,,,"Limenitis camilla voucher SPM029 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
GQ985323,307821913,SPM029,SPM029,specimen_voucher,SPM029,,SPM029,,,"Limenitis camilla wingless (wg) gene, partial cds"
DQ205105,78098858,SPM031,SPM031|1|Sweden,specimen_voucher|clone|country,SPM031,,SPM031,,,"Limenitis populi voucher SPM031 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
GQ985325,307821917,SPM031,SPM031,specimen_voucher,SPM031,,SPM031,,,"Limenitis populi wingless (wg) gene, partial cds"
MG741840,1345626000,NW67-2,NW67-2|Lepidoptera; Nymphalidae; Limenitidinae; Limenitidini; Limenitis,specimen_voucher|old_lineage,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 arginine kinase (ArgK) gene, partial cds"
MG741786,1345625892,NW67-2,NW67-2|Lepidoptera; Nymphalidae; Limenitidinae; Limenitidini; Limenitis,specimen_voucher|old_lineage,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 cyclin Y (CycY) gene, partial cds"
MG741604,1345625368,NW67-2,NW67-2|Lepidoptera; Nymphalidae; Limenitidinae; Limenitidini; Limenitis,specimen_voucher|old_lineage,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 exportin-1-like protein (Exp1) gene, partial cds"
MG741429,1345625178,NW67-2,NW67-2|Lepidoptera; Nymphalidae; Limenitidinae; Limenitidini; Limenitis,specimen_voucher|old_lineage,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 sorting nexin-9-like protein (Nex9) gene, partial cds"
MG741375,1345625070,NW67-2,NW67-2|Lepidoptera; Nymphalidae; Limenitidinae; Limenitidini; Limenitis,specimen_voucher|old_lineage,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 DNA-directed RNA polymerase II polypeptide (PolII) gene, partial cds"
MG741291,1345624902,NW67-2,NW67-2|Lepidoptera; Nymphalidae; Limenitidinae; Limenitidini; Limenitis,specimen_voucher|old_lineage,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 proteasome beta subunit (PSb) gene, partial cds"
MG741147,1345624614,NW67-2,NW67-2|Lepidoptera; Nymphalidae; Limenitidinae; Limenitidini; Limenitis,specimen_voucher|old_lineage,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 UDP glucose-6-dehydrogenase (UDP6DH) gene, partial cds"
EU141331,161089029,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 CAD (CAD) gene, partial cds"
EU141688,161088905,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 ribosomal protein S2 (RpS2) gene, partial cds"
EU141632,161088793,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 cytosolic malate dehydrogenase (MDH) gene, partial cds"
EU141568,161088665,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 isocitrate dehydrogenase (IDH) gene, partial cds"
EU141509,161088547,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
EU141453,161088435,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 dopa-decarboxylase (DDC) gene, partial cds"
EU141409,161088347,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 ribosomal protein S5 (RpS5) gene, partial cds"
EU141276,161088209,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 arginine kinase (ArgKin) gene, partial cds"
AY090183,29408904,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
AY090217,29408972,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY090150,29408838,NW67-2,NW67-2,specimen_voucher,NW67-2,,NW67-2,,,"Limenitis reducta voucher NW67-2 wingless (wg) gene, partial cds"
DQ338617,85376675,EW3-6,EW3-6|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Elymniini; Parargina; Lopinga,specimen_voucher|old_lineage,EW3-6,,EW3-6,,,"Lopinga achine voucher EW3-6 wingless (wgl) gene, partial cds"
DQ338769,85013878,EW3-6,EW3-6|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Elymniini; Parargina; Lopinga,specimen_voucher|old_lineage,EW3-6,,EW3-6,,,"Lopinga achine voucher EW3-6 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ338910,85013576,EW3-6,EW3-6|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Elymniini; Parargina; Lopinga,specimen_voucher|old_lineage,EW3-6,,EW3-6,,,"Lopinga achine voucher EW3-6 elongation factor-1 alpha (EF1-alpha) gene, partial cds"
GQ357517,257133683,EW3-6,EW3-6|Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Lopinga,specimen_voucher|old_lineage,EW3-6,,EW3-6,,,"Lopinga achine voucher EW3-6 ribosomal protein S5 (RpS5) gene, partial cds"
GQ357389,257133427,EW3-6,EW3-6|root; cellular organisms; Eukaryota; Metazoa; Arthropoda; Tracheata; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Glossata; Ditrysia; Nymphalidae; Satyrinae; Satyrini; Lopinga,specimen_voucher|old_lineage,EW3-6,,EW3-6,,,"Lopinga achine voucher EW3-6 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
JX093471,401669164,HU08D004,HU08D004,specimen_voucher,HU08D004,,HU08D004,,,"Luthrodes galba voucher HU08D004 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
JX093406,401669018,HU08D004,HU08D004,specimen_voucher,HU08D004,,HU08D004,,,"Luthrodes galba voucher HU08D004 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
JX093305,401668857,HU08D004,HU08D004,specimen_voucher,HU08D004,,HU08D004,,,"Luthrodes galba voucher HU08D004 elongation factor 1 alpha (Ef-1a) gene, partial cds"
JN205041,347545660,JL10-14,JL10-14|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lycaenidae; Lycaena,specimen_voucher|old_lineage,JL10-14,,JL10-14,,,"Lycaena alciphron ribosomal protein S5 (RpS5) gene, partial cds"
JN205015,347545872,JL10-14,JL10-14|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lycaenidae; Lycaena,specimen_voucher|old_lineage,JL10-14,,JL10-14,,,"Lycaena alciphron cytosolic malate dehydrogenase (MDH) gene, partial cds"
JN204998,347545838,JL10-14,JL10-14|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lycaenidae; Lycaena,specimen_voucher|old_lineage,JL10-14,,JL10-14,,,"Lycaena alciphron isocitrate dehydrogenase (IDH) gene, partial cds"
JN204975,347545792,JL10-14,JL10-14|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lycaenidae; Lycaena,specimen_voucher|old_lineage,JL10-14,,JL10-14,,,"Lycaena alciphron elongation factor 1 alpha (EF-1alpha) gene, partial cds"
JN204956,347545754,JL10-14,JL10-14|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lycaenidae; Lycaena,specimen_voucher|old_lineage,JL10-14,,JL10-14,,,"Lycaena alciphron cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
MN829492,1852459310,KS07001,"KS07001|adult|Spain: Madrid, Miraflores de la Sierra, Sierra de Guadarrama (1200 m)|01-Jan-2007|Klaus Schurian",specimen_voucher|dev_stage|country|collection_date|collected_by,KS07001,,KS07001,,,"Lycaena bleusei voucher KS07001 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY556890,50262419,MW00119,"MW00119|Lycaena candens Herrich-Schaeffer, [1844]|male|Iran: Shemshak (2900 m), Tehran|12-Jul-2000|Martin Wiemers",specimen_voucher|authority|sex|country|collection_date|identified_by,MW00119,,MW00119,,,"Lycaena candens voucher MW00119 cytochrome oxidase subunit I (coI) gene, partial cds; mitochondrial"
MN144961,1712411810,RPVL-00118,"LEP-SS-00118|Italy: Calabria, Macchialonga|39.3764 N 16.6003 E|17-Jul-2014|Stefano Scalercio|Stefano Scalercio",specimen_voucher|country|lat_lon|collection_date|collected_by|identified_by,LEP-SS-00118,,LEP-SS-00118,,,"Argynnis paphia voucher LEP-SS-00118 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
MN829493,1852459312,MW09049,"MW09049|female|adult|Greece: Macedonia, Mt. Olympos (1040 m)|17-Jul-2009|Martin Wiemers",specimen_voucher|sex|dev_stage|country|collection_date|collected_by,MW09049,,MW09049,,,"Lycaena ottomana voucher MW09049 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
FJ490506,255660635,JCO1118,JCO1118,specimen_voucher,JCO1118,,JCO1118,,,"Lycaena phlaeas phlaeoides voucher JCO1118 elongation factor-1 alpha (EF-1a) gene, partial cds"
FJ490478,255660579,JCO1118,JCO1118,specimen_voucher,JCO1118,,JCO1118,,,"Lycaena phlaeas phlaeoides voucher JCO1118 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY557116,50262799,MW99520,"MW99520|Lycaena thetis Klug, 1834|male|Turkey: Sac Gecidi (2000 m), Agri|28-Jul-1999|Martin Wiemers",specimen_voucher|authority|sex|country|collection_date|identified_by,MW99520,,MW99520,,,"Lycaena thetis voucher MW99520 cytochrome oxidase subunit I (coI) gene, partial cds; mitochondrial"
FJ490509,255660641,JCO1207,JCO1207,specimen_voucher,JCO1207,,JCO1207,,,"Lycaena tityrus voucher JCO1207 elongation factor-1 alpha (EF-1a) gene, partial cds"
FJ490481,255660585,JCO1207,JCO1207,specimen_voucher,JCO1207,,JCO1207,,,"Lycaena tityrus voucher JCO1207 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
FJ490452,255660527,JCO1207,JCO1207,specimen_voucher,JCO1207,,JCO1207,,,"Lycaena tityrus voucher JCO1207 cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
FJ490505,255660633,JCO1116,JCO1116,specimen_voucher,JCO1116,,JCO1116,,,"Lycaena virgaureae voucher JCO1116 elongation factor-1 alpha (EF-1a) gene, partial cds"
FJ490477,255660577,JCO1116,JCO1116,specimen_voucher,JCO1116,,JCO1116,,,"Lycaena virgaureae voucher JCO1116 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
KF834541,565823793,MAT99Q969,MAT99Q969|Lysandra albicans arragonensis,specimen_voucher|old_name,MAT99Q969,,MAT99Q969,,,"Lysandra albicans voucher MAT99Q969 wingless (wg) gene, partial cds"
KF834441,565823624,MAT99Q969,MAT99Q969|Lysandra albicans arragonensis,specimen_voucher|old_name,MAT99Q969,,MAT99Q969,,,"Lysandra albicans voucher MAT99Q969 histone H3 (H3) gene, partial cds"
KF834376,565823459,MAT99Q969,MAT99Q969|Lysandra albicans arragonensis,specimen_voucher|old_name,MAT99Q969,,MAT99Q969,,,"Lysandra albicans voucher MAT99Q969 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
KF834349,565823383,MAT99Q969,MAT99Q969|Lysandra albicans arragonensis,specimen_voucher|old_name,MAT99Q969,,MAT99Q969,,,"Lysandra albicans voucher MAT99Q969 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
KF834303,565823301,MAT99Q969,MAT99Q969|Lysandra albicans arragonensis,specimen_voucher|old_name,MAT99Q969,,MAT99Q969,,,"Lysandra albicans voucher MAT99Q969 28S ribosomal RNA gene, partial sequence"
KF834502,565823711,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 ribosomal protein L5 (L5) gene, partial cds"
KF834309,565823307,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 28S ribosomal RNA gene, partial sequence"
JX093472,401669167,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
JX093410,401669022,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 wingless (wg) gene, partial cds"
JX093380,401668992,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
JX093340,401668927,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 histone H3 (H3) gene, partial cds"
JX093299,401668845,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 elongation factor 1 alpha (Ef-1a) gene, partial cds"
JX093262,401668771,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
JX093225,401668708,AD00P129,AD00P129,specimen_voucher,AD00P129,,AD00P129,,,"Lysandra bellargus voucher AD00P129 28S ribosomal RNA gene, partial sequence"
KF834537,565823784,MAT99Q966,MAT99Q966,specimen_voucher,MAT99Q966,,MAT99Q966,,,"Lysandra caelestissima voucher MAT99Q966 wingless (wg) gene, partial cds"
KF834509,565823726,MAT99Q966,MAT99Q966,specimen_voucher,MAT99Q966,,MAT99Q966,,,"Lysandra caelestissima voucher MAT99Q966 ribosomal protein L5 (L5) gene, partial cds"
